Datum (MEZ),Preis [EUR/kWh],Last [kWh],Preis Forecast [EUR/kWh],tau
2020-05-02 02:00:00+01:00,0.04,76.4916,-0.013135983860209213,2020-05-01 08:00:00+01:00
2020-05-02 03:00:00+01:00,0.04,77.78280000000001,0.05556659582175481,2020-05-01 08:00:00+01:00
2020-05-02 04:00:00+01:00,0.04,80.29480000000001,0.030916921468643246,2020-05-01 08:00:00+01:00
2020-05-02 05:00:00+01:00,0.036,81.348,0.14275485881455788,2020-05-01 08:00:00+01:00
2020-05-02 06:00:00+01:00,0.04,86.4352,-0.07359925366262746,2020-05-01 08:00:00+01:00
2020-05-02 07:00:00+01:00,0.051500000000000004,93.0248,0.1034551277524987,2020-05-01 08:00:00+01:00
2020-05-01 09:00:00+01:00,-0.014450000000000001,102.881,-0.005979688476259747,2020-05-01 09:00:00+01:00
2020-05-01 10:00:00+01:00,-0.012350000000000002,106.0476,-0.01623439782933398,2020-05-01 09:00:00+01:00
2020-05-01 11:00:00+01:00,0.00175,108.0668,-0.011928687004041158,2020-05-01 09:00:00+01:00
2020-05-01 12:00:00+01:00,-0.0102,105.90039999999999,-0.011336410251716963,2020-05-01 09:00:00+01:00
2020-05-01 13:00:00+01:00,-0.0103,99.8298,-0.009629316840351258,2020-05-01 09:00:00+01:00
2020-05-01 14:00:00+01:00,-0.0002,99.023,-0.046752198550243616,2020-05-01 09:00:00+01:00
2020-05-01 15:00:00+01:00,0.00975,96.482,-0.01472656286654186,2020-05-01 09:00:00+01:00
2020-05-01 16:00:00+01:00,0.0394,97.8192,0.000266561973180722,2020-05-01 09:00:00+01:00
2020-05-01 17:00:00+01:00,0.09495,100.5918,0.11724087135053092,2020-05-01 09:00:00+01:00
2020-05-01 18:00:00+01:00,0.1175,103.3238,0.02653853288540288,2020-05-01 09:00:00+01:00
2020-05-01 19:00:00+01:00,0.14215,101.3022,0.09415688724277098,2020-05-01 09:00:00+01:00
2020-05-01 20:00:00+01:00,0.1344,98.37360000000001,0.1592198346803665,2020-05-01 09:00:00+01:00
2020-05-01 21:00:00+01:00,0.10455,97.61160000000001,0.08235794140752545,2020-05-01 09:00:00+01:00
2020-05-01 22:00:00+01:00,0.08,90.367,0.10164694750147386,2020-05-01 09:00:00+01:00
2020-05-01 23:00:00+01:00,0.061,82.9468,-0.15141095305381186,2020-05-01 09:00:00+01:00
2020-05-02 00:00:00+01:00,0.05,79.2734,-0.18507862815208542,2020-05-01 09:00:00+01:00
2020-05-02 01:00:00+01:00,0.05,77.13380000000001,0.23669124439652917,2020-05-01 09:00:00+01:00
2020-05-02 02:00:00+01:00,0.04,76.4916,0.0250946539322279,2020-05-01 09:00:00+01:00
2020-05-02 03:00:00+01:00,0.04,77.78280000000001,0.05731380746610581,2020-05-01 09:00:00+01:00
2020-05-02 04:00:00+01:00,0.04,80.29480000000001,0.04127294415712645,2020-05-01 09:00:00+01:00
2020-05-02 05:00:00+01:00,0.036,81.348,0.26489704928419106,2020-05-01 09:00:00+01:00
2020-05-02 06:00:00+01:00,0.04,86.4352,-0.13799561230685853,2020-05-01 09:00:00+01:00
2020-05-02 07:00:00+01:00,0.051500000000000004,93.0248,0.2582058321678145,2020-05-01 09:00:00+01:00
2020-05-02 08:00:00+01:00,0.052750000000000005,100.8638,0.21162789186426822,2020-05-01 09:00:00+01:00
2020-05-01 10:00:00+01:00,-0.012350000000000002,106.0476,-0.037428951487137485,2020-05-01 10:00:00+01:00
2020-05-01 11:00:00+01:00,0.00175,108.0668,0.031114410940073896,2020-05-01 10:00:00+01:00
2020-05-01 12:00:00+01:00,-0.0102,105.90039999999999,-0.028400872476762703,2020-05-01 10:00:00+01:00
2020-05-01 13:00:00+01:00,-0.0103,99.8298,-0.02440900807889803,2020-05-01 10:00:00+01:00
2020-05-01 14:00:00+01:00,-0.0002,99.023,-0.025619814365418585,2020-05-01 10:00:00+01:00
2020-05-01 15:00:00+01:00,0.00975,96.482,0.078910291971606,2020-05-01 10:00:00+01:00
2020-05-01 16:00:00+01:00,0.0394,97.8192,0.0022960494781043353,2020-05-01 10:00:00+01:00
2020-05-01 17:00:00+01:00,0.09495,100.5918,0.1910605554237868,2020-05-01 10:00:00+01:00
2020-05-01 18:00:00+01:00,0.1175,103.3238,0.20846072971198035,2020-05-01 10:00:00+01:00
2020-05-01 19:00:00+01:00,0.14215,101.3022,0.20096827232549438,2020-05-01 10:00:00+01:00
2020-05-01 20:00:00+01:00,0.1344,98.37360000000001,0.028723378640987174,2020-05-01 10:00:00+01:00
2020-05-01 21:00:00+01:00,0.10455,97.61160000000001,0.20572616523005305,2020-05-01 10:00:00+01:00
2020-05-01 22:00:00+01:00,0.08,90.367,0.05976669654528266,2020-05-01 10:00:00+01:00
